VehOdo,MMRAcquisitionAuctionAveragePrice,Make,WarrantyCost,IsBadBuy
80182,5335,JEEP,1283,0
64213,4182,CHRYSLER,1118,0
66306,4484,DODGE,1020,1
95813,8611,DODGE,1918,0
87624,3618,FORD,983,0
70378,4942,CHRYSLER,1272,0
83401,5956,FORD,983,0
70685,7672,CHEVROLET,2091,0
63264,5402,HYUNDAI,533,0
82750,3638,CHEVROLET,2452,1
39488,4760,DODGE,882,0
46512,4171,SUZUKI,693,0
60919,4271,CHRYSLER,1215,0
73606,6915,PONTIAC,1974,0
66815,5516,FORD,728,0
71432,10224,DODGE,1155,0
71054,4485,CHRYSLER,1155,0
91588,10465,DODGE,1630,0
86917,6776,FORD,1633,0
88482,4812,DODGE,1763,1
76454,7095,CHEVROLET,803,0
77739,4248,HONDA,1806,0
93842,8094,FORD,1497,0
84083,6831,CHRYSLER,2022,0
80790,4812,DODGE,1763,1
78848,4267,DODGE,1923,1
73059,5714,SATURN,803,1
64521,5915,SATURN,1411,1
72401,5071,MAZDA,920,0
61735,9707,PONTIAC,1703,0
81881,5620,CHRYSLER,1503,0
73848,3592,SUZUKI,569,0
62479,12319,NISSAN,1118,0
63060,0,KIA,728,0
95636,6755,FORD,1497,0
53106,4508,CHRYSLER,920,0
98732,1759,FORD,1641,0
82107,3762,JEEP,2322,1
83348,6530,ACURA,1413,0
83015,3504,DODGE,723,1
70777,3332,CHRYSLER,1689,1
93035,7605,CHEVROLET,2351,0
47325,8676,FORD,623,0
64755,2601,DODGE,630,0
69111,4173,DODGE,1020,0
53770,5498,CHRYSLER,1086,0
82860,4956,PONTIAC,2152,0
87211,5794,JEEP,1023,0
46676,4173,DODGE,834,0
47279,8319,DODGE,693,0
85455,9321,DODGE,983,0
61702,7433,CHEVROLET,923,0
86744,7035,PONTIAC,2152,0
58667,8652,DODGE,920,0
80111,6972,CHEVROLET,853,0
70504,3810,CHRYSLER,1389,1
88369,8451,FORD,1113,0
63552,4341,KIA,533,0
83898,6786,CHEVROLET,1243,0
73503,3602,SUZUKI,569,0
60747,6550,JEEP,825,1
60584,5780,SATURN,728,0
94157,6190,CHEVROLET,909,0
60436,5288,CHEVROLET,728,0
78616,9205,CHEVROLET,1623,0
61107,8319,DODGE,825,0
61317,4341,KIA,533,0
78922,4050,MAZDA,1572,0
69428,4246,DODGE,1215,0
81660,7190,CHEVROLET,2152,0
78244,3732,CHRYSLER,1155,0
67833,8752,SUZUKI,728,0
60817,5900,JEEP,630,0
72431,5949,DODGE,1623,0
70008,4415,KIA,569,0
64151,5747,SUZUKI,533,0
92504,2449,FORD,1641,1
35820,4979,KIA,582,0
51120,3083,DODGE,1334,0
89718,10169,JEEP,2022,1
72585,4486,CHRYSLER,1389,1
77111,4879,CHRYSLER,1155,0
86985,7355,DODGE,1503,0
73381,8989,SCION,569,0
79863,6618,NISSAN,686,1
89694,4983,PONTIAC,2152,0
45646,3577,SATURN,1346,0
72235,6007,PONTIAC,1272,0
73691,4786,DODGE,1155,0
65600,4208,HYUNDAI,533,0
60475,5747,SUZUKI,533,0
85778,5454,PONTIAC,2152,1
74997,4246,DODGE,920,0
71830,7475,FORD,1689,0
97170,2804,MERCURY,1053,0
71456,4266,SUZUKI,569,0
73231,6930,JEEP,686,0
88864,5116,FORD,1503,0
87464,9016,DODGE,1503,1
81147,7818,MAZDA,1373,0
73964,6870,CHRYSLER,1857,0
79080,6454,CHEVROLET,1155,0
84604,6138,FORD,1503,0
81766,3640,DODGE,1763,0
89966,4124,DODGE,1763,0
74398,9476,FORD,803,0
78098,2627,FORD,1455,0
85721,3164,FORD,983,0
65259,5505,CHRYSLER,1215,0
80807,2690,DODGE,1243,0
86265,5447,PONTIAC,2152,0
86407,4772,DODGE,1763,0
73461,7108,CHEVROLET,1272,0
89224,4683,JEEP,2193,0
82594,10846,JEEP,2282,0
76295,5402,FORD,1740,0
74897,9200,MAZDA,1038,1
61756,6638,PONTIAC,923,0
81177,10906,GMC,2152,0
74995,6670,PONTIAC,1974,0
83710,2991,DODGE,1503,1
73560,5385,MAZDA,920,0
71182,6082,CHRYSLER,1389,1
74555,7301,CHEVROLET,1155,0
68200,5688,SUZUKI,533,0
64598,6082,CHRYSLER,1215,0
69854,8461,DODGE,1411,0
83255,6527,DODGE,1763,0
83276,6400,CHEVROLET,1243,0
67914,6829,CHRYSLER,1606,0
76086,4888,CHEVROLET,803,1
74715,5688,SUZUKI,569,0
96573,4015,FORD,1341,0
53661,6798,CHRYSLER,1086,0
58310,5161,CHEVROLET,837,0
70565,0,CHEVROLET,2091,0
81454,3675,PONTIAC,1243,0
50132,5505,CHRYSLER,1086,1
79012,5466,CHEVROLET,1272,0
87232,9302,FORD,1633,0
72430,8678,TOYOTA,569,0
65519,8269,SATURN,1411,0
88489,4360,CHEVROLET,2152,0
81923,8102,CHEVROLET,2282,1
73252,6996,CHEVROLET,1974,0
83573,6032,CHEVROLET,853,0
86166,6814,ISUZU,1243,1
75873,6013,SATURN,803,0
56510,3918,CHEVROLET,671,0
69158,5683,HONDA,930,0
64537,8368,FORD,1313,0
59682,4880,SATURN,1666,1
62332,5489,SUZUKI,533,1
66851,3930,SUZUKI,533,0
70439,5184,CHEVROLET,2274,0
74670,7445,HYUNDAI,803,0
66137,5016,DODGE,1020,1
75419,6173,CHRYSLER,1389,0
71316,8332,CHEVROLET,1155,0
92304,4119,GMC,1641,0
74866,8092,JEEP,2040,0
36496,5295,SUZUKI,462,0
92176,6712,CHEVROLET,2351,0
75966,5287,CHEVROLET,1455,0
96196,4188,CHRYSLER,1341,0
69564,3431,FORD,825,0
68701,7615,PONTIAC,1703,1
89685,7955,CHEVROLET,2282,1
62665,9830,DODGE,1411,0
77959,7693,DODGE,920,1
47399,7844,DODGE,975,0
73136,8472,CHEVROLET,803,0
73021,1891,CHEVROLET,2508,0
88797,6901,CHEVROLET,1113,0
57515,5382,DODGE,920,0
64990,4562,FORD,825,0
85346,8380,CHEVROLET,2152,0
81085,4227,DODGE,1803,0
86105,7116,CHEVROLET,2152,0
85518,4836,FORD,853,0
76410,3824,FORD,1506,0
79461,4813,KIA,803,1
87756,4746,CHEVROLET,2452,0
72430,3027,DODGE,686,0
95574,10231,GMC,1918,0
67570,7690,CHRYSLER,1215,0
76423,5383,FORD,2391,1
81932,3317,CHRYSLER,1503,0
58765,4985,SUZUKI,505,0
82282,12863,DODGE,1893,0
70370,3027,DODGE,686,0
72603,8695,FORD,803,0
78881,3570,FORD,1155,0
68275,4873,DODGE,1411,0
78074,4258,DODGE,1155,0
64070,7178,KIA,728,0
69194,5619,DODGE,1411,0
63281,5851,CHEVROLET,728,0
61645,7945,SUZUKI,1020,0
74524,3087,FORD,1155,1
63954,3134,DODGE,630,0
78216,7738,BUICK,2091,0
62570,10567,DODGE,1411,0
67858,5637,FORD,1313,0
83350,11069,TOYOTA,723,0
90542,2571,SATURN,2939,0
97319,8059,FORD,1630,0
58009,8001,CHRYSLER,920,0
66229,3988,PONTIAC,1703,0
93122,9131,FORD,1197,0
75340,5770,PONTIAC,1272,0
84857,5780,CHEVROLET,1243,0
79110,6661,FORD,1389,0
54759,7346,PONTIAC,837,0
76110,4274,DODGE,1923,1
61172,2113,FORD,1125,0
95434,3055,FORD,1053,0
78417,3527,CHEVROLET,2157,0
64866,3301,FORD,1020,0
68807,6501,PONTIAC,1703,0
85416,10385,NISSAN,1373,0
78553,6514,MAZDA,1038,0
69048,6547,CHEVROLET,923,0
86733,4629,CHEVROLET,1373,0
68079,3767,CHRYSLER,1515,0
67922,3737,CHRYSLER,1215,1
86535,5584,JEEP,723,0
78878,7146,KIA,803,1
77536,7998,FORD,1389,0
79965,5887,FORD,869,0
74382,3905,SUZUKI,569,1
74448,3722,SUZUKI,569,0
41087,5142,SUZUKI,482,0
64030,3307,SUZUKI,533,0
93177,7171,DODGE,1630,1
77633,5025,CHRYSLER,1389,0
83246,6992,CADILLAC,2063,0
63998,3109,SUZUKI,533,1
69447,11928,NISSAN,630,1
89920,11985,JEEP,1893,0
82995,4253,FORD,983,1
79856,4605,FORD,1155,1
76416,7662,HONDA,569,0
83340,3190,CHRYSLER,1503,1
77790,5773,CHEVROLET,2274,0
75807,8926,DODGE,1623,0
65559,2876,DODGE,1215,0
63757,4895,CHEVROLET,728,0
62951,10333,FORD,1313,0
70754,3718,FORD,1155,1
71381,3017,FORD,1220,0
76141,5706,PONTIAC,1038,0
86414,5698,CHRYSLER,1373,0
95340,7335,CHEVROLET,2218,0
39180,5368,CHRYSLER,882,0
93592,6071,CHEVROLET,2218,0
63886,2357,KIA,533,1
58568,6084,KIA,505,1
52725,6330,CHEVROLET,671,0
89942,5374,CHRYSLER,1763,0
82648,3519,SATURN,853,0
86603,3372,FORD,983,0
32394,4965,SUZUKI,462,0
83097,10791,JEEP,983,0
76813,7406,FORD,1740,1
75398,5127,KIA,1857,0
45679,4696,HYUNDAI,482,0
73538,6512,PONTIAC,1272,0
64351,4020,FORD,1313,0
85136,9149,TOYOTA,594,0
73053,3775,CHRYSLER,1155,0
83006,7046,FORD,1893,1
71005,5688,FORD,1155,0
76520,7389,CHEVROLET,1974,0
86688,6614,PONTIAC,1113,0
53743,6013,PONTIAC,1666,0
88868,5662,DODGE,1503,0
74697,14277,DODGE,920,0
81465,7451,FORD,1503,0
71213,6230,KIA,569,0
61883,3127,SUZUKI,533,0
44568,9780,DODGE,905,0
91940,2911,CHEVROLET,909,0
63016,6424,SUZUKI,533,0
79246,6094,CHEVROLET,1272,0
86055,11516,GMC,2735,1
76386,5465,JEEP,2157,0
98416,3684,FORD,1053,1
67299,3231,CHRYSLER,1118,0
89700,12052,TOYOTA,723,0
54902,4300,CHRYSLER,1251,0
54162,4121,DODGE,1251,0
80272,9889,TOYOTA,723,0
54118,4115,DODGE,1251,1
55257,3227,PONTIAC,1169,0
69772,3546,CHRYSLER,1020,0
67374,3810,CHEVROLET,1020,0
80589,10917,JEEP,1893,0
69119,2441,DODGE,1215,0
79631,10342,NISSAN,569,0
89970,3651,FORD,1243,1
58954,4841,DODGE,754,1
71697,5183,SUZUKI,569,0
77987,5215,CHRYSLER,1272,0
90457,5554,GMC,1641,0
89675,11999,LINCOLN,2282,0
75982,10968,DODGE,1389,0
84903,2396,CHEVROLET,1543,0
86404,4205,DODGE,1243,0
60115,7424,KIA,728,0
83085,5361,FORD,983,0
27364,3704,KIA,462,0
62908,7113,FORD,728,0
77029,7273,CHEVROLET,1974,0
55484,7272,MITSUBISHI,505,0
74530,7897,PONTIAC,2208,0
72369,5702,DODGE,1623,1
76431,6211,TOYOTA,569,0
58899,3755,CHRYSLER,1386,0
76559,7273,CHEVROLET,1974,0
62591,8042,CHEVROLET,923,0
55521,6576,FORD,1169,0
70573,3307,SUZUKI,569,1
70590,6793,DODGE,1506,0
74036,6075,PONTIAC,1974,0
78079,6493,TOYOTA,569,0
60235,3715,CHEVROLET,728,0
66019,4337,DODGE,1020,0
47565,4828,SUZUKI,482,0
94613,3376,PONTIAC,1341,1
55749,1868,DODGE,588,0
76192,3881,CHEVROLET,1974,1
74478,4905,DODGE,1623,0
76700,8411,JEEP,686,0
71911,4268,NISSAN,986,0
69062,6511,HYUNDAI,728,0
79838,5599,CHEVROLET,1455,0
62053,4643,KIA,1508,1
54976,4301,CHRYSLER,1086,0
40477,4828,SUZUKI,482,0
57623,7140,PONTIAC,1500,0
33780,4828,SUZUKI,462,0
63070,4828,SUZUKI,533,0
54702,3275,SUZUKI,505,0
69512,4121,DODGE,1411,0
65372,7063,FORD,1508,1
80418,4764,CHRYSLER,1503,0
36670,4828,SUZUKI,462,0
59621,3591,KIA,505,0
35517,4828,SUZUKI,462,0
58159,5884,FORD,920,1
73068,10239,DODGE,1623,0
60903,6859,CHRYSLER,1020,0
85849,4425,CHEVROLET,1113,0
81410,8945,CHEVROLET,1763,1
79915,7601,FORD,803,0
69561,6953,GMC,1711,0
67140,4479,CHRYSLER,1020,0
49545,4549,KIA,623,1
76882,6102,CHRYSLER,1389,0
58342,7255,PONTIAC,1003,0
44463,3056,SATURN,623,0
46667,9189,DODGE,834,0
78083,11682,NISSAN,1155,0
76944,3081,DODGE,686,1
80095,4362,CHEVROLET,2152,0
78841,6577,CHEVROLET,1155,0
82870,8709,GMC,2152,0
58666,4549,KIA,671,1
78519,11749,FORD,1389,0
79648,10639,JEEP,686,1
78855,5215,CHRYSLER,1272,0
92328,7628,FORD,909,0
70215,7615,DODGE,1389,0
53153,4662,SUZUKI,505,0
88355,4488,NISSAN,1023,0
85120,4218,CHEVROLET,1373,0
71933,5366,FORD,2040,0
74905,7484,MAZDA,1506,0
69282,4540,CHEVROLET,728,0
48807,4019,CHRYSLER,1416,0
73030,5859,PONTIAC,1974,0
76623,9555,MERCURY,2091,1
81887,6044,CHEVROLET,853,1
86632,6418,CHEVROLET,2412,0
74988,2767,DODGE,1923,0
74868,4671,MAZDA,1220,0
69004,6011,CHEVROLET,1118,1
52188,4610,CHRYSLER,1086,0
81051,5977,PONTIAC,2152,0
84954,6038,JEEP,983,1
73530,6710,CHRYSLER,1857,0
70511,4724,CHRYSLER,1623,0
71975,7902,KIA,1857,0
78784,6030,CHEVROLET,1974,0
80022,4682,KIA,853,0
51455,6168,PONTIAC,1003,0
78171,2528,FORD,2157,0
65209,7017,BUICK,2141,0
49410,4646,HYUNDAI,482,0
80881,3771,FORD,1283,0
87653,6733,GMC,1543,1
85460,3164,CHEVROLET,1243,0
54619,5028,SUZUKI,505,0
80642,5909,NISSAN,723,0
81144,4533,CHEVROLET,853,0
69740,4375,KIA,728,0
64619,4585,CHRYSLER,1215,0
88064,3709,DODGE,1243,1
78098,6100,FORD,1155,0
83115,5694,CHEVROLET,1113,1
78934,9695,DODGE,920,0
81703,9480,NISSAN,1373,0
69995,7081,CHEVROLET,1703,0
69712,5986,NISSAN,630,0
58880,7821,JEEP,1334,0
79745,6643,JEEP,1857,0
86865,4746,PONTIAC,2152,0
61705,3508,CHRYSLER,1118,0
59647,3483,SUZUKI,505,0
78846,3709,DODGE,1155,0
73327,5861,SCION,569,0
67782,13185,TOYOTA,630,0
80068,6375,MERCURY,2282,1
95148,7825,FORD,1630,0
52767,6048,CHEVROLET,920,0
89760,9588,CHRYSLER,1763,0
70283,6618,DODGE,920,0
60671,10895,FORD,1313,0
78761,5538,MAZDA,1038,0
86429,5760,CHRYSLER,1763,1
81200,9480,NISSAN,1373,0
78673,5543,KIA,569,0
79022,6665,SATURN,803,0
56431,7834,DODGE,920,0
52225,4801,CHRYSLER,1086,0
84159,6892,CHEVROLET,1113,0
81795,2483,FORD,983,1
44073,4874,MITSUBISHI,482,0
80132,4988,CHEVROLET,2282,0
44166,4440,KIA,623,0
81482,4677,CHEVROLET,1373,0
85280,7827,CHEVROLET,2152,0
93891,4788,CHEVROLET,1641,0
84993,9791,JEEP,2282,0
91319,5437,CHEVROLET,1485,0
89930,8002,NISSAN,1243,1
82246,6635,SATURN,853,0
55513,5426,KIA,505,0
57164,6576,VOLKSWAGEN,1500,0
75790,6323,TOYOTA,869,0
63136,9858,HYUNDAI,825,1
73899,9783,PONTIAC,1974,0
79321,10231,CHEVROLET,1974,0
74768,7192,CHEVROLET,1272,1
84578,4350,DODGE,1803,0
84407,9323,BUICK,1633,0
93467,5837,CHEVROLET,1641,0
58755,4828,CHEVROLET,1003,0
74479,7206,KIA,1740,0
83873,5114,DODGE,1503,0
50099,5527,PONTIAC,1500,0
66606,3240,CHEVROLET,1320,0
76500,7648,DODGE,1220,0
94065,7825,DODGE,1053,0
61009,9321,HONDA,533,0
71666,10643,TOYOTA,569,0
89724,7206,KIA,1893,1
77698,5499,CHRYSLER,1623,0
59872,3514,CHEVROLET,920,0
66177,4637,CHEVROLET,728,0
75749,4368,CHRYSLER,1389,1
76892,5434,CHEVROLET,803,0
91745,4870,HONDA,765,0
75098,8842,TOYOTA,569,0
36524,5368,KIA,462,0
88659,7021,KIA,2022,1
63116,7223,MINI,2838,1
90084,4226,CHRYSLER,1630,0
59630,11265,TOYOTA,505,0
82947,4942,DODGE,1763,0
77762,6274,KIA,569,1
74083,10262,TOYOTA,569,0
64297,4445,FORD,1020,0
76558,7230,CHEVROLET,1272,0
68812,11533,HONDA,533,0
85118,6100,CHEVROLET,1543,0
84564,5574,DODGE,2063,0
94150,3628,BUICK,2651,1
82728,7024,CHEVROLET,2282,1
59285,4170,SUZUKI,505,0
77077,4345,CHRYSLER,1389,1
59695,5807,CHEVROLET,671,0
84831,4170,SUZUKI,594,1
72096,6979,KIA,1740,1
56086,4226,CHRYSLER,1086,0
90269,7930,CHEVROLET,1341,0
90071,4247,SATURN,909,1
83985,6982,HYUNDAI,983,0
53954,4511,NISSAN,505,0
78639,3503,DODGE,1689,0
87905,6805,TOYOTA,594,0
42634,5368,KIA,482,1
85207,7779,FORD,1413,0
68085,4442,FORD,1313,0
87595,2122,FORD,1283,0
63691,6068,CHRYSLER,1215,1
81714,6983,NISSAN,723,0
90096,4212,SATURN,909,1
56347,5613,SATURN,671,0
90146,4143,NISSAN,620,0
75490,6271,SCION,569,0
70469,4148,NISSAN,569,0
53739,5439,SUZUKI,505,0
52944,11417,TOYOTA,505,0
74906,5739,FORD,920,0
40956,6634,CHEVROLET,623,1
74403,12322,CHRYSLER,1857,0
63645,10344,TOYOTA,533,0
67147,8538,TOYOTA,533,0
80284,5126,KIA,594,1
67173,6872,PONTIAC,1118,0
90750,10517,DODGE,1918,0
83975,9597,TOYOTA,594,0
71699,5291,DODGE,1389,0
53993,11923,TOYOTA,505,0
77520,10217,CHEVROLET,1506,0
93032,5414,CHRYSLER,1630,1
73734,6996,CHEVROLET,1974,1
40414,3485,SUZUKI,482,1
63636,4389,CHRYSLER,1215,0
30606,4253,KIA,462,0
88770,5414,CHRYSLER,1503,0
64211,3665,CHRYSLER,1020,0
86584,3483,CHEVROLET,1243,1
93235,6026,NISSAN,620,0
83639,3897,SATURN,1153,0
86740,3810,DODGE,1763,0
88934,2956,FORD,1283,0
74311,8312,CHEVROLET,2091,0
90638,4795,CHEVROLET,1641,0
81193,6679,DODGE,1763,0
54716,3342,SUZUKI,505,0
63015,6563,CHEVROLET,728,0
79736,5641,MITSUBISHI,569,0
88701,0,GMC,2152,0
87411,0,CHRYSLER,1803,0
81134,0,CHRYSLER,1633,0
84686,0,DODGE,983,0
76394,0,SUZUKI,569,0
69877,0,HYUNDAI,825,0
67191,0,NISSAN,533,0
73731,0,CHEVROLET,1974,0
91224,0,HONDA,1065,0
89906,8824,CHEVROLET,1373,0
29355,4291,KIA,462,1
69630,8296,HYUNDAI,728,0
85776,5498,KIA,594,0
87513,5757,DODGE,1763,0
80396,6701,NISSAN,723,0
65920,4480,SUZUKI,533,0
66852,6961,PONTIAC,1118,0
77784,8159,PONTIAC,1974,0
64439,5053,CHEVROLET,728,0
78426,5496,HYUNDAI,920,0
88428,5774,PONTIAC,1373,0
96786,5410,NISSAN,1641,0
82209,7238,CHEVROLET,2152,0
87387,3549,CHRYSLER,1503,0
51413,10498,FORD,671,0
80127,5493,SATURN,853,0
93179,6710,TOYOTA,620,0
85748,2722,FORD,1283,0
75629,8738,MERCURY,1740,0
45627,5194,SUZUKI,482,0
81406,8448,FORD,853,0
89232,3736,FORD,1243,1
73635,3709,CHEVROLET,803,1
94373,7697,FORD,1774,0
60778,10212,TOYOTA,533,0
70446,4130,MITSUBISHI,569,0
71891,10169,TOYOTA,569,1
89179,7444,CHRYSLER,1763,0
74268,11184,NISSAN,686,0
79639,7227,NISSAN,686,0
67304,5120,CHRYSLER,1215,0
76429,4423,TOYOTA,869,0
83266,6163,FORD,983,0
75568,11982,FORD,803,0
63714,6798,CHRYSLER,1215,0
85408,6201,MITSUBISHI,594,0
56744,5907,KIA,505,0
75274,8377,JEEP,1740,0
94232,8359,NISSAN,909,1
48303,6188,KIA,623,0
84857,6978,SCION,594,0
54498,5480,FORD,920,0
67662,8566,HYUNDAI,728,0
68565,3434,DODGE,1215,0
91991,9901,BUICK,5613,0
92677,7664,MAZDA,1630,0
65343,6693,HYUNDAI,728,0
74447,8287,DODGE,920,1
93140,8048,NISSAN,1341,1
67295,4543,CHRYSLER,1020,0
84502,8312,JEEP,723,0
73672,3779,MAZDA,1220,0
63066,7478,JEEP,630,0
71480,7417,DODGE,1623,0
65131,8016,PONTIAC,923,0
91126,6747,CHEVROLET,1197,0
98429,4384,FORD,1053,0
80596,4999,CHRYSLER,1373,0
70410,5723,CHEVROLET,1272,0
95134,3031,CHRYSLER,1341,0
72479,2973,CHRYSLER,1689,0
88791,8182,CHEVROLET,2152,0
82722,8913,JEEP,2022,0
50423,2745,KIA,505,1
92392,6346,CHEVROLET,2651,0
81183,6933,CHEVROLET,1113,0
94640,4909,CHEVROLET,1485,1
83517,4294,DODGE,1243,0
76130,2217,HYUNDAI,869,0
98852,7260,PONTIAC,620,0
61751,9555,HYUNDAI,728,0
94820,7720,NISSAN,620,0
76234,12871,FORD,1038,0
81013,6618,CHEVROLET,2152,0
82790,3509,KIA,853,0
88614,6218,TOYOTA,594,0
95469,3503,FORD,1497,1
92802,9416,FORD,1630,0
80137,4311,DODGE,1243,0
64609,7341,KIA,533,0
92242,8059,DODGE,620,0
60333,6061,CHRYSLER,1215,0
86628,4830,SUZUKI,594,0
58768,5397,CHEVROLET,671,0
70604,3547,KIA,569,0
94087,5925,FORD,1341,0
90701,2637,SATURN,909,0
81960,4981,CHEVROLET,853,0
84343,3898,NISSAN,594,1
59868,3382,KIA,505,0
66442,7368,FORD,1313,0
24735,4689,SUZUKI,462,0
75456,10199,TOYOTA,569,0
68479,6904,HYUNDAI,533,0
70529,7308,MAZDA,1506,0
75903,7660,CHEVROLET,1389,1
61613,7534,ISUZU,1020,0
53722,7942,DODGE,920,0
51640,7683,KIA,671,0
91025,12277,CHRYSLER,1630,0
66763,5836,CHRYSLER,1313,0
83562,2661,CHRYSLER,1243,0
78516,7178,PONTIAC,1272,0
94562,7082,CHEVROLET,1485,1
75213,4071,PONTIAC,2208,0
61603,3040,MERCURY,1125,0
58781,6836,TOYOTA,505,0
67953,4762,CHEVROLET,728,0
79561,8299,PONTIAC,1974,0
99344,3842,CHRYSLER,1630,0
89383,10918,NISSAN,723,0
79425,7217,NISSAN,686,0
71082,2370,MAZDA,1103,0
74381,5958,NISSAN,686,0
73764,4481,PONTIAC,2208,0
72690,4484,HYUNDAI,1038,0
82414,14367,FORD,853,0
78010,5477,MITSUBISHI,569,0
76213,3482,FORD,920,0
89064,8727,FORD,1503,0
87338,9151,CHRYSLER,1503,0
80174,8751,BUICK,1633,0
81964,6050,NISSAN,1153,0
68324,6649,CHEVROLET,1313,0
94650,5794,CHEVROLET,2651,0
67142,7758,DODGE,825,1
64217,4121,DODGE,1020,0
89650,4627,CHEVROLET,853,1
93755,4108,NISSAN,620,0
93134,8893,CHEVROLET,1918,0
84010,7083,CHEVROLET,1503,0
73274,5156,FORD,920,0
55108,3924,CHEVROLET,920,0
79793,8442,PONTIAC,1038,0
77777,7797,SUZUKI,803,0
88045,0,SUZUKI,983,0
75615,5168,KIA,803,0
73154,4238,KIA,569,0
91894,8972,DODGE,1918,0
93865,3625,CHRYSLER,1930,0
89806,2500,DODGE,1243,1
46449,5528,CHRYSLER,975,0
72486,9322,KIA,803,0
75360,6390,CHEVROLET,1272,0
98685,5528,CHRYSLER,1630,0
80229,7943,HYUNDAI,853,0
62117,4521,NISSAN,630,0
76698,3100,CHRYSLER,1923,1
73199,4284,DODGE,1155,0
72537,8038,DODGE,1155,0
87369,7117,FORD,983,1
65181,8915,KIA,728,0
91350,13161,NISSAN,765,0
65126,8765,FORD,728,0
80758,12590,FORD,853,0
76013,3667,CHEVROLET,2274,0
83144,3824,FORD,1243,1
84473,4436,CHEVROLET,3565,1
61655,5134,MAZDA,923,0
78738,2121,FORD,1455,0
70374,8052,DODGE,1155,0
38803,6383,TOYOTA,762,0
60019,6383,TOYOTA,833,0
70136,3418,KIA,569,0
74792,2403,FORD,1220,0
84009,9051,DODGE,983,0
66621,3842,DODGE,1020,0
74747,11266,MERCURY,803,0
84797,5962,KIA,853,1
81681,4940,MAZDA,983,0
82651,5438,JEEP,2322,0
60797,5242,CHRYSLER,1215,0
78198,6681,CHRYSLER,1389,0
52955,2594,CHEVROLET,1800,0
81986,4140,SUZUKI,594,1
95806,6493,CHEVROLET,2218,0
70544,5966,FORD,1155,0
83962,7199,KIA,2022,0
51329,4662,KIA,505,0
72864,3337,DODGE,1155,0
84683,6631,DODGE,983,0
86948,3355,CHRYSLER,1503,0
85813,5978,KIA,853,0
78499,7335,FORD,1338,0
78249,2989,CHRYSLER,1272,0
64875,6699,MAZDA,923,0
74568,3765,FORD,1155,0
64296,4001,HYUNDAI,930,0
102609,1700,CHEVROLET,950,0
83837,6195,MAZDA,1373,0
76271,2477,FORD,1220,0
79680,4653,INFINITI,1338,0
47157,2331,FORD,1557,1
79915,7332,KIA,1740,0
33140,4253,SUZUKI,462,0
85149,1978,SATURN,1933,0
104227,3671,LINCOLN,1270,0
91111,7003,CHEVROLET,1785,1
95027,2368,LINCOLN,1785,0
80195,3588,HONDA,1543,0
58012,5387,TOYOTA,805,0
68157,6560,NISSAN,1020,1
77343,7074,NISSAN,1155,0
79854,5859,TOYOTA,569,0
98362,3827,FORD,1341,1
70678,7680,CHRYSLER,1389,0
82606,8281,DODGE,1503,0
66285,6127,HYUNDAI,533,0
69577,5333,CHEVROLET,728,0
78458,6300,NISSAN,686,0
72830,4039,CHEVROLET,803,0
55847,5105,MAZDA,837,0
82170,8124,DODGE,1373,0
89148,2106,FORD,1283,0
58502,9561,CHRYSLER,1417,0
72378,11620,DODGE,1272,0
84097,4308,NISSAN,723,0
78517,4992,FORD,1155,0
81333,7347,CHEVROLET,2152,0
90606,5074,CHRYSLER,1918,0
99477,2333,FORD,1353,0
99723,4650,MERCURY,1053,0
77923,1803,SATURN,1923,0
79087,2294,HYUNDAI,1103,0
77175,6009,PONTIAC,569,0
75336,3019,CHRYSLER,1923,0
86164,2962,FORD,1283,0
77440,4419,INFINITI,1338,0
80793,2121,OLDSMOBILE,1933,0
72510,5677,CHEVROLET,1272,1
72833,10457,TOYOTA,569,0
71061,8345,PONTIAC,1974,0
75760,10361,DODGE,1389,0
77017,3965,SUZUKI,569,0
93680,3366,OLDSMOBILE,2939,0
55551,6123,CHRYSLER,1086,0
53364,6123,CHRYSLER,1086,0
71770,8976,CHRYSLER,1155,0
55670,7870,CHEVROLET,1583,0
56356,10344,TOYOTA,505,0
85565,3571,CHRYSLER,1373,1
72167,7320,CHEVROLET,1974,0
70333,8949,DODGE,1155,0
83621,8677,CHEVROLET,2152,0
79216,5184,CHEVROLET,1272,0
83969,11618,DODGE,1763,0
81766,11637,FORD,1633,0
87207,8716,CHRYSLER,1243,0
69230,8356,CHEVROLET,1703,0
60143,8677,CHEVROLET,1703,0
81390,8149,CHRYSLER,1243,0
75542,12882,VOLVO,1974,0
66625,6664,CHEVROLET,1118,0
87558,9066,CHEVROLET,2152,0
64621,10839,NISSAN,630,0
49485,9424,FORD,623,0
78903,6748,CHRYSLER,1389,0
71292,8555,CHEVROLET,1974,0
84127,8344,CHEVROLET,2152,0
76108,7900,CHRYSLER,1155,0
84522,8652,DODGE,1243,0
85921,10298,CHEVROLET,2282,0
80499,7242,CHEVROLET,2152,0
86106,9077,CHEVROLET,2152,0
47929,3424,FORD,693,1
80746,9155,NISSAN,723,0
87373,10056,SATURN,1373,0
73358,13670,CHEVROLET,1155,0
81125,8169,CHEVROLET,2152,0
83716,8402,CHEVROLET,2282,0
57575,10280,CHRYSLER,1251,0
75483,8169,CHEVROLET,1974,0
84407,10837,DODGE,1763,0
91952,10280,CHRYSLER,1918,0
80759,8169,CHEVROLET,2152,0
